time,ShortWave,Cloud, AirTemp,RelHum, WindSpeed,Rain,Snow
2011-06-30 14:00:00,257.8666667,0.740177245,16.875,63.1,6.275,0,0
2011-06-30 15:00:00,183.2333333,0.740177245,16.625,62.3,7.47,0,0
2011-06-30 16:00:00,74.03333333,0.740177245,15.8,67.75,5.815,0,0
2011-06-30 17:00:00,0.733333333,0.740177245,16.65,63.55,7.6375,0,0
2011-06-30 18:00:00,0,0.740177245,16.15,65.5,6.825,0,0
2011-06-30 19:00:00,0,0.740177245,15.875,66.475,6.27,0,0
2011-06-30 20:00:00,0,0.740177245,16.5,61.775,6.6375,0,0
2011-06-30 21:00:00,0,0.740177245,16.25,61.9,6.6425,0,0
2011-06-30 22:00:00,0,0.740177245,15.45,67.9,5.535,0,0
2011-06-30 23:00:00,0,0.740177245,17.05,62.1,6.3525,0,0
2011-07-01 00:00:00,0,0.693590222,16.875,62.55,5.525,0,0
2011-07-01 01:00:00,0,0.693590222,17.5,59.625,4.9475,0,0
2011-07-01 02:00:00,0,0.693590222,16.775,60.175,4.1325,0,0
2011-07-01 03:00:00,0,0.693590222,18.6,53.225,6.29,0,0
2011-07-01 04:00:00,0,0.693590222,18.225,54.925,6.875,0,0
2011-07-01 05:00:00,0,0.693590222,16.675,60.85,3.57,0,0
2011-07-01 06:00:00,0,0.693590222,17.7,54.175,6.12,0,0
2011-07-01 07:00:00,13.88333333,0.693590222,17.625,54.575,5.81,0,0
2011-07-01 08:00:00,167.2833333,0.693590222,17.2,57.775,6.83,0,0
2011-07-01 09:00:00,288.7666667,0.693590222,18.65,53.5,10.135,0,0
2011-07-01 10:00:00,382.3,0.693590222,16.025,72.525,7.855,0,0
2011-07-01 11:00:00,458.0333333,0.693590222,12.65,86.8,8.56,0,0
2011-07-01 12:00:00,408.9333333,0.693590222,11.675,85.975,7.5,0,0
2011-07-01 13:00:00,303.9666667,0.693590222,12.95,81,8.59,0,0
2011-07-01 14:00:00,252.9333333,0.693590222,13.5,74.8,7.7825,0,0
2011-07-01 15:00:00,100.0333333,0.693590222,13.7,73.775,7.84,0,0
2011-07-01 16:00:00,29.45,0.693590222,12.4,80.05,6.26,0,0
2011-07-01 17:00:00,0.333333333,0.693590222,11.925,81.5,5.1925,0,0
2011-07-01 18:00:00,0,0.693590222,11.825,81.85,5.7725,0,0
2011-07-01 19:00:00,0,0.693590222,10.9,83.775,4.44,0,0
2011-07-01 20:00:00,0,0.693590222,11.425,81.75,3.805,0,0
2011-07-01 21:00:00,0,0.693590222,11.525,83.75,4.63,0,0
2011-07-01 22:00:00,0,0.693590222,11.95,81.625,5.855,0,0
2011-07-01 23:00:00,0,0.693590222,12,80.5,6.985,0,0
2011-07-02 00:00:00,0,0.613069581,12.075,79.75,8.2825,0,0
2011-07-02 01:00:00,0,0.613069581,11.45,81.975,9.04,0,0
2011-07-02 02:00:00,0,0.613069581,10.225,85.75,7.99,0,0
2011-07-02 03:00:00,0,0.613069581,11.2,82.475,7.1375,0,0
2011-07-02 04:00:00,0,0.613069581,10.725,87.325,6.64,0,0
2011-07-02 05:00:00,0,0.613069581,10.45,87.325,5.6525,0,0
2011-07-02 06:00:00,0,0.613069581,10.3,86.525,4.025,0,0
2011-07-02 07:00:00,9.916666667,0.613069581,10.775,84.975,5.225,0,0
2011-07-02 08:00:00,127.3333333,0.613069581,11.4,83.05,5.4725,0,0
2011-07-02 09:00:00,317.05,0.613069581,12.2,81.7,6.7925,0,0
2011-07-02 10:00:00,433.4833333,0.613069581,12.825,83.45,6.8975,0,0
2011-07-02 11:00:00,473.1666667,0.613069581,13.325,83.525,7.4675,0,0
2011-07-02 12:00:00,491.9166667,0.613069581,14,78.425,7.9475,0,0
2011-07-02 13:00:00,411.4,0.613069581,14.325,77.25,7.4775,0,0
2011-07-02 14:00:00,260.4166667,0.613069581,14.975,71.725,7.0425,0,0
2011-07-02 15:00:00,110.65,0.613069581,14.575,70.15,6.835,0,0
2011-07-02 16:00:00,28.36666667,0.613069581,13.55,74.5,5.3425,0,0
2011-07-02 17:00:00,0.566666667,0.613069581,11.775,84.625,4.595,0,0
2011-07-02 18:00:00,0,0.613069581,11.125,86.325,4.6775,0,0
2011-07-02 19:00:00,0,0.613069581,10.4,87.225,3.5675,0,0
2011-07-02 20:00:00,0,0.613069581,9.925,84.975,3.1275,0,0
2011-07-02 21:00:00,0,0.613069581,9.35,86.45,2.3325,0,0
2011-07-02 22:00:00,0,0.613069581,9.5,86.125,2.87,0,0
2011-07-02 23:00:00,0,0.613069581,9.975,88.8,3.365,0,0
2011-07-03 00:00:00,0,0.653422224,10.2,87.2,4.245,0.0003,0
2011-07-03 01:00:00,0,0.653422224,10.05,84.2,4.7625,0,0
2011-07-03 02:00:00,0,0.653422224,9.7,86.425,4.13,0,0
2011-07-03 03:00:00,0,0.653422224,9,88.825,3.3425,0,0
2011-07-03 04:00:00,0,0.653422224,9.125,87,3.68,0,0
2011-07-03 05:00:00,0,0.653422224,9.075,86.375,3.5475,0,0
2011-07-03 06:00:00,0,0.653422224,9.35,85.05,3.815,0,0
2011-07-03 07:00:00,13.18333333,0.653422224,8.7,86.825,2.545,0,0
2011-07-03 08:00:00,128.4166667,0.653422224,9.45,84.6,2.925,0,0
2011-07-03 09:00:00,217.8666667,0.653422224,11.125,78.85,4.1725,0,0
2011-07-03 10:00:00,373.1833333,0.653422224,12.5,78.475,5.7175,0,0
2011-07-03 11:00:00,470.9833333,0.653422224,12.925,75.6,7.18,0,0
2011-07-03 12:00:00,444.25,0.653422224,12.65,78.95,6.4,0,0
2011-07-03 13:00:00,347.6333333,0.653422224,12.95,76.3,6.805,0,0
2011-07-03 14:00:00,319.4333333,0.653422224,13.15,75.6,7.66,0,0
2011-07-03 15:00:00,184.8833333,0.653422224,13.375,75.3,8.72,0,0
2011-07-03 16:00:00,50.31666667,0.653422224,12.775,81.85,7.7725,0,0
2011-07-03 17:00:00,0.616666667,0.653422224,11.95,87.225,8.435,0,0
2011-07-03 18:00:00,0,0.653422224,11.825,87.675,7.1375,0,0
2011-07-03 19:00:00,0,0.653422224,11.925,84.35,6.335,0,0
2011-07-03 20:00:00,0,0.653422224,12.125,76.475,6.115,0,0
2011-07-03 21:00:00,0,0.653422224,12.1,75.5,5.495,0,0
2011-07-03 22:00:00,0,0.653422224,12.35,75.15,6.505,0,0
2011-07-03 23:00:00,0,0.653422224,12.3,76.375,6.9825,0,0
2011-07-04 00:00:00,0,0.683259299,11.75,78.775,5.9625,0,0
2011-07-04 01:00:00,0,0.683259299,12,77.3,6.9175,0,0
2011-07-04 02:00:00,0,0.683259299,11.6,79.625,7.1775,0,0
2011-07-04 03:00:00,0,0.683259299,11.95,73.925,6.1125,0,0
2011-07-04 04:00:00,0,0.683259299,11.975,81.8,5.5875,0,0
2011-07-04 05:00:00,0,0.683259299,12.2,83.05,5.8675,0,0
2011-07-04 06:00:00,0,0.683259299,12.325,80.1,5.785,0,0
2011-07-04 07:00:00,16.38333333,0.683259299,12.025,86.075,5.7825,0,0
2011-07-04 08:00:00,179.25,0.683259299,12.55,87.575,5.765,0,0
2011-07-04 09:00:00,295.8,0.683259299,13.475,81.975,7.085,0,0
2011-07-04 10:00:00,401.6,0.683259299,14.05,83.325,7.3125,0,0
2011-07-04 11:00:00,461.8,0.683259299,14.45,80.85,8.535,0,0
2011-07-04 12:00:00,343.4166667,0.683259299,14.45,80.85,7.835,0,0
2011-07-04 13:00:00,255.95,0.683259299,14.175,84,7.365,0,0
2011-07-04 14:00:00,279.4333333,0.683259299,14.575,82.55,7.155,0,0
2011-07-04 15:00:00,178.8333333,0.683259299,13.475,87.1,6.17,0,0
2011-07-04 16:00:00,51.1,0.683259299,13.45,85.675,5.5,0,0
2011-07-04 17:00:00,0.533333333,0.683259299,12.775,88.925,3.8,0,0
2011-07-04 18:00:00,0,0.683259299,12.425,91.55,2.69,0,0
2011-07-04 19:00:00,0,0.683259299,12.5,91.75,3.6525,0,0
2011-07-04 20:00:00,0,0.683259299,12.2,89.825,3.355,0,0
2011-07-04 21:00:00,0,0.683259299,12.05,88.925,2.9675,0,0
2011-07-04 22:00:00,0,0.683259299,11.9,89.175,2.7075,0,0
2011-07-04 23:00:00,0,0.683259299,11.825,88.9,2.625,0,0
2011-07-05 00:00:00,0,0.552302438,12.225,88.25,3.28,0.0003,0
2011-07-05 01:00:00,0,0.552302438,12.725,83.475,3.8175,0,0
2011-07-05 02:00:00,0,0.552302438,12.55,83.1,3.675,0,0
2011-07-05 03:00:00,0,0.552302438,12.25,86.225,2.8075,0,0
2011-07-05 04:00:00,0,0.552302438,11.475,87.8,2.2125,0,0
2011-07-05 05:00:00,0,0.552302438,12.125,87.25,3.44,0,0
2011-07-05 06:00:00,0,0.552302438,12.25,88.875,3.1775,0,0
2011-07-05 07:00:00,16.96666667,0.552302438,11.275,87.775,2.0125,0,0
2011-07-05 08:00:00,155.7833333,0.552302438,11.55,89.975,1.435,0,0
2011-07-05 09:00:00,297.7166667,0.552302438,13.925,82.55,3.425,0,0
2011-07-05 10:00:00,409.25,0.552302438,14.025,81.825,4.815,0,0
2011-07-05 11:00:00,465.3833333,0.552302438,14.725,77.2,5.4575,0,0
2011-07-05 12:00:00,467.55,0.552302438,14.825,76.9,5.4325,0,0
2011-07-05 13:00:00,454,0.552302438,14.6,77.9,5.5725,0,0
2011-07-05 14:00:00,363.75,0.552302438,14.375,73,4.91,0,0
2011-07-05 15:00:00,188.5166667,0.552302438,13.85,75.65,4.91,0,0
2011-07-05 16:00:00,44.66666667,0.552302438,13.2,78.325,3.5425,0,0
2011-07-05 17:00:00,0.216666667,0.552302438,12.9,76.45,3.76,0,0
2011-07-05 18:00:00,0,0.552302438,12.5,73.45,3.19,0,0
2011-07-05 19:00:00,0,0.552302438,12.225,76.15,3.035,0,0
2011-07-05 20:00:00,0,0.552302438,11.625,86.45,3.2925,0,0
2011-07-05 21:00:00,0,0.552302438,10.6,89.525,1.9325,0,0
2011-07-05 22:00:00,0,0.552302438,10.075,91.45,1.0325,0,0
2011-07-05 23:00:00,0,0.552302438,9.575,92.45,1,0,0
2011-07-06 00:00:00,0,0.656368912,9.4,94.3,1,0,0
2011-07-06 01:00:00,0,0.656368912,9.475,95.15,1,0,0
2011-07-06 02:00:00,0,0.656368912,9.9,95.4,1,0,0
2011-07-06 03:00:00,0,0.656368912,9.875,95.3,1.09,0,0
2011-07-06 04:00:00,0,0.656368912,10.05,94.15,2.4875,0,0
2011-07-06 05:00:00,0,0.656368912,9.7,92.275,1.45,0,0
2011-07-06 06:00:00,0,0.656368912,9.325,92.425,1,0,0
2011-07-06 07:00:00,5.316666667,0.656368912,9.6,89.475,1.4975,0,0
2011-07-06 08:00:00,81.08333333,0.656368912,9.6,85.725,2.73,0,0
2011-07-06 09:00:00,276.55,0.656368912,9.875,81.275,3.05,0,0
2011-07-06 10:00:00,390.1833333,0.656368912,10.225,78.675,2.4825,0,0
2011-07-06 11:00:00,431.5166667,0.656368912,10.825,73.65,2.3475,0,0
2011-07-06 12:00:00,472.0166667,0.656368912,11.15,69.325,2.17,0,0
2011-07-06 13:00:00,450.4166667,0.656368912,11.6,64.875,1.8175,0,0
2011-07-06 14:00:00,259.5833333,0.656368912,11.95,62.35,1.7775,0,0
2011-07-06 15:00:00,170.6333333,0.656368912,11.725,60.875,1.39,0,0
2011-07-06 16:00:00,32.41666667,0.656368912,10.85,66.825,1.205,0,0
2011-07-06 17:00:00,1.266666667,0.656368912,9.425,69.65,1.115,0,0
2011-07-06 18:00:00,0,0.656368912,8.675,71.775,1,0,0
2011-07-06 19:00:00,0,0.656368912,8.025,78.95,1,0,0
2011-07-06 20:00:00,0,0.656368912,8.125,79.025,1.0775,0,0
2011-07-06 21:00:00,0,0.656368912,7.25,80.6,1.1225,0,0
2011-07-06 22:00:00,0,0.656368912,6.8,79.225,1.0275,0,0
2011-07-06 23:00:00,0,0.656368912,6.05,80.625,1,0,0
2011-07-07 00:00:00,0,0.805809903,6.4,81.625,1.03,0.0001,0
2011-07-07 01:00:00,0,0.805809903,6.3,82.15,1.005,0,0
2011-07-07 02:00:00,0,0.805809903,6.15,79.6,1.055,0,0
2011-07-07 03:00:00,0,0.805809903,5.35,82.8,1.0475,0,0
2011-07-07 04:00:00,0,0.805809903,5.45,82.6,1,0,0
2011-07-07 05:00:00,0,0.805809903,5.85,82.1,1.205,0,0
2011-07-07 06:00:00,0,0.805809903,5.225,88.4,1.045,0,0
2011-07-07 07:00:00,14.31666667,0.805809903,4.65,92.025,1,0,0
2011-07-07 08:00:00,143.3666667,0.805809903,5.7,93.075,1,0,0
2011-07-07 09:00:00,185.9,0.805809903,7.525,88.625,1.0775,0,0
2011-07-07 10:00:00,239.1666667,0.805809903,9.75,73.025,1,0,0
2011-07-07 11:00:00,295.0666667,0.805809903,10.375,68.275,1,0,0
2011-07-07 12:00:00,312.5166667,0.805809903,10.925,65.25,1.04,0,0
2011-07-07 13:00:00,297.35,0.805809903,11.3,64.125,1.0625,0,0
2011-07-07 14:00:00,328.9166667,0.805809903,11.475,62.75,1.0625,0,0
2011-07-07 15:00:00,188.2833333,0.805809903,11.725,59.55,1,0,0
2011-07-07 16:00:00,45.48333333,0.805809903,11.025,65.075,1,0,0
2011-07-07 17:00:00,0.4,0.805809903,9.45,76.575,1,0,0
2011-07-07 18:00:00,0,0.805809903,7.275,78.875,1,0,0
2011-07-07 19:00:00,0,0.805809903,5.7,84.4,1.0025,0,0
2011-07-07 20:00:00,0,0.805809903,7.6,83.65,1,0,0
2011-07-07 21:00:00,0,0.805809903,8.625,79.1,1,0,0
2011-07-07 22:00:00,0,0.805809903,8.5,82.3,1,0,0
2011-07-07 23:00:00,0,0.805809903,7.55,84.05,1,0,0
2011-07-08 00:00:00,0,0.716418937,6.85,85.65,1,0.0017,0
2011-07-08 01:00:00,0,0.716418937,7.55,84.375,1.04,0,0
2011-07-08 02:00:00,0,0.716418937,5.775,89.85,1,0,0
2011-07-08 03:00:00,0.05,0.716418937,6,91.35,1.04,0,0
2011-07-08 04:00:00,0.3,0.716418937,5.225,93.475,1.4825,0,0
2011-07-08 05:00:00,0,0.716418937,4.9,93.125,1.065,0,0
2011-07-08 06:00:00,0,0.716418937,6.15,91.65,1.38,0,0
2011-07-08 07:00:00,9.383333333,0.716418937,6.3,90.625,1.125,0,0
2011-07-08 08:00:00,120.05,0.716418937,7.1,90.95,1.0475,0,0
2011-07-08 09:00:00,188.7166667,0.716418937,8.825,85.7,2.195,0,0
2011-07-08 10:00:00,307.2666667,0.716418937,10.1,76.225,3.6725,0,0
2011-07-08 11:00:00,428.7666667,0.716418937,10.825,77.9,4.06,0,0
2011-07-08 12:00:00,474.8333333,0.716418937,11.4,76.175,4.385,0,0
2011-07-08 13:00:00,280,0.716418937,12.025,67.45,5.5825,0,0
2011-07-08 14:00:00,270.0333333,0.716418937,12.3,62.9,5.3975,0,0
2011-07-08 15:00:00,233.5833333,0.716418937,11.925,64.8,4.43,0,0
2011-07-08 16:00:00,77.15,0.716418937,10.65,69.425,3.5925,0,0
2011-07-08 17:00:00,2.566666667,0.716418937,8.9,75.4,2.555,0,0
2011-07-08 18:00:00,0,0.716418937,6.85,82.55,1.27,0,0
2011-07-08 19:00:00,0,0.716418937,6.05,85.225,1.47,0,0
2011-07-08 20:00:00,0,0.716418937,5.475,88.625,1.22,0,0
2011-07-08 21:00:00,0,0.716418937,4.975,89.675,1.185,0,0
2011-07-08 22:00:00,0,0.716418937,4.425,91.475,1.8025,0,0
2011-07-08 23:00:00,0,0.716418937,4.375,91.875,1.765,0,0
2011-07-09 00:00:00,0,0.788915843,3.5,92,1.69,0.0002,0
2011-07-09 01:00:00,0,0.788915843,3.325,92.525,1.2925,0,0
2011-07-09 02:00:00,0,0.788915843,2.5,94.3,1.285,0,0
2011-07-09 03:00:00,0,0.788915843,2.05,96.1,1.7225,0,0
2011-07-09 04:00:00,0,0.788915843,3.525,95.575,2.1925,0,0
2011-07-09 05:00:00,0,0.788915843,3.375,93.375,2.26,0,0
2011-07-09 06:00:00,0,0.788915843,3.075,94.375,2.29,0,0
2011-07-09 07:00:00,14.9,0.788915843,3.025,93.125,2.4325,0,0
2011-07-09 08:00:00,149.2833333,0.788915843,3.975,91.95,2.9825,0,0
2011-07-09 09:00:00,276.9833333,0.788915843,6.825,85.875,4.2025,0,0
2011-07-09 10:00:00,341.4333333,0.788915843,9.725,76.2,5.5475,0,0
2011-07-09 11:00:00,390.6166667,0.788915843,11.225,69.575,5.86,0,0
2011-07-09 12:00:00,361.7166667,0.788915843,12.3,62.95,6.2575,0,0
2011-07-09 13:00:00,261.4166667,0.788915843,12.95,60.125,6.055,0,0
2011-07-09 14:00:00,205.8666667,0.788915843,13.1,59.15,5.72,0,0
2011-07-09 15:00:00,105.5,0.788915843,13.1,57.2,4.5375,0,0
2011-07-09 16:00:00,28.11666667,0.788915843,12.5,62.35,2.9125,0,0
2011-07-09 17:00:00,0.55,0.788915843,9.375,72.575,1.6475,0,0
2011-07-09 18:00:00,0,0.788915843,7.1,77.3,1.5325,0,0
2011-07-09 19:00:00,0,0.788915843,6.85,78.925,2.5525,0,0
2011-07-09 20:00:00,0,0.788915843,6,79.5,2.2525,0,0
2011-07-09 21:00:00,0,0.788915843,4.775,81.3,1.4575,0,0
2011-07-09 22:00:00,0,0.788915843,3.65,84.6,1.205,0,0
2011-07-09 23:00:00,0,0.788915843,3.3,87.85,1.15,0,0
2011-07-10 00:00:00,0,0.854250311,3.55,91.625,2.01,0,0
2011-07-10 01:00:00,0,0.854250311,3.625,90.7,2.055,0,0
2011-07-10 02:00:00,0,0.854250311,2.65,93.425,1.135,0,0
2011-07-10 03:00:00,0,0.854250311,2.275,94.825,1.3725,0,0
2011-07-10 04:00:00,0.216666667,0.854250311,2.475,95.3,1.575,0,0
2011-07-10 05:00:00,0.2,0.854250311,3.05,95.625,2.375,0,0
2011-07-10 06:00:00,0,0.854250311,3,95.275,1.89,0,0
2011-07-10 07:00:00,9.7,0.854250311,3.325,94.425,2.5125,0,0
2011-07-10 08:00:00,50.65,0.854250311,4.7,90.875,3.69,0,0
2011-07-10 09:00:00,90.6,0.854250311,7.1,85.1,4.5375,0,0
2011-07-10 10:00:00,178.65,0.854250311,9.575,78.925,4.94,0,0
2011-07-10 11:00:00,434.8333333,0.854250311,11.725,72.825,5.18,0,0
2011-07-10 12:00:00,419.35,0.854250311,13.725,66.625,5.435,0,0
2011-07-10 13:00:00,348.7833333,0.854250311,15,62.025,6.345,0,0
2011-07-10 14:00:00,105.5,0.854250311,15.55,59.25,6.38,0,0
2011-07-10 15:00:00,160.95,0.854250311,15.625,60.325,5.49,0,0
2011-07-10 16:00:00,81.35,0.854250311,14.525,65.975,4.1725,0,0
2011-07-10 17:00:00,1.566666667,0.854250311,12.125,73.8,2.85,0,0
2011-07-10 18:00:00,0,0.854250311,11,77.4,2.1825,0,0
2011-07-10 19:00:00,0,0.854250311,10.75,79.6,2.0575,0,0
2011-07-10 20:00:00,0,0.854250311,10.975,76.5,3.3725,0,0
2011-07-10 21:00:00,0,0.854250311,11.125,75.225,4.59,0,0
2011-07-10 22:00:00,0,0.854250311,10.075,79.7,3.4575,0,0
2011-07-10 23:00:00,0,0.854250311,10.175,80.95,3.88,0,0
2011-07-11 00:00:00,0,0.712447657,10.9,76.15,4.225,0,0
2011-07-11 01:00:00,0,0.712447657,10.8,76.4,4.07,0,0
2011-07-11 02:00:00,0,0.712447657,10.8,75.8,4.98,0,0
2011-07-11 03:00:00,0,0.712447657,11.15,72.35,5.9075,0,0
2011-07-11 04:00:00,0,0.712447657,11.125,72.975,5.48,0,0
2011-07-11 05:00:00,0,0.712447657,10.85,73.8,5.75,0,0
2011-07-11 06:00:00,0,0.712447657,11.175,72.275,6.8825,0,0
2011-07-11 07:00:00,13.48333333,0.712447657,10.7,78.325,7.4975,0,0
2011-07-11 08:00:00,94.31666667,0.712447657,10.475,81.875,7.5425,0,0
2011-07-11 09:00:00,263.7333333,0.712447657,10.725,84.2,7.4875,0,0
2011-07-11 10:00:00,315.8,0.712447657,10.875,83.8,8.27,0,0
2011-07-11 11:00:00,349.3833333,0.712447657,11.275,83.275,8.035,0,0
2011-07-11 12:00:00,487.1166667,0.712447657,11.25,85.225,7.5175,0,0
2011-07-11 13:00:00,399.0333333,0.712447657,11.275,85.925,7.3225,0,0
2011-07-11 14:00:00,321.25,0.712447657,11.225,87.1,8.345,0,0
2011-07-11 15:00:00,147.7333333,0.712447657,11.25,86.1,9.045,0,0
2011-07-11 16:00:00,50.58333333,0.712447657,11.175,87.175,9.005,0,0
2011-07-11 17:00:00,1.1,0.712447657,11.125,88.05,8.605,0,0
2011-07-11 18:00:00,0,0.712447657,11.5,86.7,8.74,0,0
2011-07-11 19:00:00,0,0.712447657,11.3,88.575,7.3875,0,0
2011-07-11 20:00:00,0,0.712447657,11.2,90,6.155,0,0
2011-07-11 21:00:00,0,0.712447657,11.075,91.45,4.78,0,0
2011-07-11 22:00:00,0,0.712447657,11.475,89.75,7.0925,0,0
2011-07-11 23:00:00,0,0.712447657,11.9,86.6,8.03,0,0
2011-07-12 00:00:00,0,0.800924009,12.05,84.125,8.44,0,0
2011-07-12 01:00:00,0,0.800924009,12.725,79.2,10.585,0,0
2011-07-12 02:00:00,0,0.800924009,13.9,72.275,7.94,0,0
2011-07-12 03:00:00,0,0.800924009,13.6,74.1,7.7175,0,0
2011-07-12 04:00:00,0,0.800924009,13,76.95,7.8675,0,0
2011-07-12 05:00:00,0,0.800924009,12.775,78.025,7.2975,0,0
2011-07-12 06:00:00,0,0.800924009,12.6,77.375,7.7,0,0
2011-07-12 07:00:00,6.3,0.800924009,12.6,78.6,8.485,0,0
2011-07-12 08:00:00,126.5,0.800924009,12.4,79,7.6975,0,0
2011-07-12 09:00:00,277.4333333,0.800924009,12.55,78.575,6.9875,0,0
2011-07-12 10:00:00,358.4166667,0.800924009,12.675,81.425,5.675,0,0
2011-07-12 11:00:00,410.3666667,0.800924009,13.975,80.175,5.3125,0,0
2011-07-12 12:00:00,298.2,0.800924009,15.15,78.625,5.72,0,0
2011-07-12 13:00:00,300.8833333,0.800924009,16.175,74.525,6.245,0,0
2011-07-12 14:00:00,202.1833333,0.800924009,14.75,81.125,5.9325,0,0
2011-07-12 15:00:00,96.06666667,0.800924009,13.625,86.85,3.6525,0,0
2011-07-12 16:00:00,44.16666667,0.800924009,14.3,82.325,3.6125,0,0
2011-07-12 17:00:00,2.566666667,0.800924009,13.575,81.375,4.2825,0,0
2011-07-12 18:00:00,0,0.800924009,12.55,78.475,3.525,0,0
2011-07-12 19:00:00,0,0.800924009,12.275,80.325,3.4775,0,0
2011-07-12 20:00:00,0,0.800924009,12.5,76.125,5.08,0,0
2011-07-12 21:00:00,0,0.800924009,12.15,79.8,4.0075,0,0
2011-07-12 22:00:00,0,0.800924009,12.05,82.225,5.035,0,0
2011-07-12 23:00:00,0,0.800924009,11.875,82.35,4.995,0,0
2011-07-13 00:00:00,0,0.671576108,11.05,85.15,3.7025,0,0
2011-07-13 01:00:00,0,0.671576108,11.525,81.975,5.3175,0,0
2011-07-13 02:00:00,0,0.671576108,11.725,80.95,6.25,0,0
2011-07-13 03:00:00,0,0.671576108,11.55,82,5.455,0,0
2011-07-13 04:00:00,0,0.671576108,11.5,81.5,5.5575,0,0
2011-07-13 05:00:00,0,0.671576108,11.15,84.725,5.11,0,0
2011-07-13 06:00:00,0,0.671576108,11.125,85.2,3.8975,0,0
2011-07-13 07:00:00,4.633333333,0.671576108,11,85.825,3.745,0,0
2011-07-13 08:00:00,42.13333333,0.671576108,12.15,83.1,4.6625,0,0
2011-07-13 09:00:00,242.1,0.671576108,13.25,78.925,5.6425,0,0
2011-07-13 10:00:00,480.6333333,0.671576108,14.175,75.525,6.8825,0,0
2011-07-13 11:00:00,496.1833333,0.671576108,14.55,74.525,7.4325,0,0
2011-07-13 12:00:00,486.9666667,0.671576108,13.825,74.475,6.99,0,0
2011-07-13 13:00:00,339.6,0.671576108,15.025,69.35,8.4125,0,0
2011-07-13 14:00:00,294.8833333,0.671576108,15.075,70.05,7.9325,0,0
2011-07-13 15:00:00,185.4166667,0.671576108,14.4,71.775,7.6725,0,0
2011-07-13 16:00:00,35.65,0.671576108,13.1,78.65,5.1275,0,0
2011-07-13 17:00:00,5.033333333,0.671576108,12.375,79.95,5.045,0,0
2011-07-13 18:00:00,0,0.671576108,11.75,82.25,4.6825,0,0
2011-07-13 19:00:00,0,0.671576108,11.375,83.325,3.245,0,0
2011-07-13 20:00:00,0,0.671576108,10.7,86.075,3.315,0,0
2011-07-13 21:00:00,0,0.671576108,10.6,86.1,3.56,0,0
2011-07-13 22:00:00,0,0.671576108,10.65,85.775,4.1675,0,0
2011-07-13 23:00:00,0,0.671576108,9.7,88.95,2.8325,0,0
2011-07-14 00:00:00,0,0.709817699,10.175,87.6,3.63,0.0002,0
2011-07-14 01:00:00,0,0.709817699,10.65,86.85,3.7025,0,0
2011-07-14 02:00:00,0,0.709817699,10.15,88.075,4.3175,0,0
2011-07-14 03:00:00,0,0.709817699,9.9,87.7,3.525,0,0
2011-07-14 04:00:00,0,0.709817699,8.7,90.675,2.04,0,0
2011-07-14 05:00:00,0,0.709817699,9.575,90.05,2.9825,0,0
2011-07-14 06:00:00,0,0.709817699,9.15,89.525,2.8475,0,0
2011-07-14 07:00:00,2.75,0.709817699,8.575,90.4,2.47,0,0
2011-07-14 08:00:00,66.15,0.709817699,9.325,86.075,3.5825,0,0
2011-07-14 09:00:00,221.0333333,0.709817699,10.425,81.975,5.095,0,0
2011-07-14 10:00:00,443.6666667,0.709817699,10.425,80.775,3.94,0,0
2011-07-14 11:00:00,497.9333333,0.709817699,11.3,77.125,4.3025,0,0
2011-07-14 12:00:00,405.5,0.709817699,12.05,74.025,6.035,0,0
2011-07-14 13:00:00,238.7166667,0.709817699,13.05,68.55,6.525,0,0
2011-07-14 14:00:00,309.35,0.709817699,12.45,74.1,5.5325,0,0
2011-07-14 15:00:00,218.55,0.709817699,12.15,78.575,4.265,0,0
2011-07-14 16:00:00,88.63333333,0.709817699,11.175,80.825,3.8475,0,0
2011-07-14 17:00:00,3.266666667,0.709817699,9.025,88.225,2.0825,0,0
2011-07-14 18:00:00,0,0.709817699,8.6,87.875,2.015,0,0
2011-07-14 19:00:00,0,0.709817699,9.025,88.1,2.81,0,0
2011-07-14 20:00:00,0,0.709817699,9,87.65,2.6175,0,0
2011-07-14 21:00:00,0,0.709817699,8.125,91.075,1.98,0,0
2011-07-14 22:00:00,0,0.709817699,8.175,90.85,2.4325,0,0
2011-07-14 23:00:00,0,0.709817699,8.1,90.325,2.8475,0,0
2011-07-15 00:00:00,0,0.804901717,8.7,85.35,3.685,0,0
2011-07-15 01:00:00,0,0.804901717,7.825,88.775,2.3025,0,0
2011-07-15 02:00:00,0,0.804901717,7.425,90.9,1.8875,0,0
2011-07-15 03:00:00,0,0.804901717,7.85,90.35,2.8225,0,0
2011-07-15 04:00:00,0,0.804901717,7.775,89.2,3.4875,0,0
2011-07-15 05:00:00,0,0.804901717,7.725,88.15,3.445,0,0
2011-07-15 06:00:00,0,0.804901717,7.325,88.125,2.8875,0,0
2011-07-15 07:00:00,14.15,0.804901717,6.875,91.45,2.56,0,0
2011-07-15 08:00:00,104.6333333,0.804901717,7.9,90.6,3.0925,0,0
2011-07-15 09:00:00,232.3666667,0.804901717,10.05,84.925,3.5575,0,0
2011-07-15 10:00:00,233.3166667,0.804901717,10.225,86.575,3.9525,0,0
2011-07-15 11:00:00,307.3833333,0.804901717,10.275,87.5,3.5575,0,0
2011-07-15 12:00:00,476.8166667,0.804901717,10.525,87.225,2.955,0,0
